estimated_price,car_name,miles,vin,body,primary_damage,secondary_damage,start_code,key_fob,airbags,car_image,url
39000,2019 RAM 1500 LARAMIE,"16,878 mi (Actual)",VIN: 1C6SRFJT8KN504660 ,1500,Left & Right Side ,Roof ,Run & Drive ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25282666~SID~I1,https://www.iaai.com/Vehicle?itemID=31806658&RowNumber=20&loadRecent=True
12481,2015 MINI COOPER ,"35,360 mi (Actual)",VIN: WMWXS5C5XFT827537 ,Hatchback 4 Door,Front & Rear ,Left & Right Side ,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25000247~SID~I1,https://www.iaai.com/Vehicle?itemID=31256029&RowNumber=39&loadRecent=True
7820,2012 FORD F250 SUPER DUTY,"123,722 mi (Actual)",VIN: 1FTBF2A62CEC34881 ,Pickup 2 Door,Rear ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=23038716~SID~I1,https://www.iaai.com/Vehicle?itemID=28565716&RowNumber=40&loadRecent=True
1900,2007 NISSAN MAXIMA SE/SL,"110,928 mi (Actual)",VIN: 1N4BA41E27C844319 ,Sedan 4 Door,None ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25251514~SID~I1,https://www.iaai.com/Vehicle?itemID=31806654&RowNumber=18&loadRecent=True
1050,2004 NISSAN MAXIMA SE/SL,"169,412 mi (Not Required/Exempt)",VIN: 1N4BA41E64C913461 ,Sedan 4 Door,Repossession ,none,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25153965~SID~I1,https://www.iaai.com/Vehicle?itemID=31806646&RowNumber=17&loadRecent=True
5671,2012 HYUNDAI ELANTRA GLS/LIMITED,"102,215 mi (Actual)",VIN: 5NPDH4AEXCH070351 ,Sedan 4 Door,Front End ,Left Front ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24951999~SID~I1,https://www.iaai.com/Vehicle?itemID=31254001&RowNumber=16&loadRecent=True
5787,2012 NISSAN ALTIMA S,"141,661 mi (Actual)",VIN: 1N4AL2AP6CC207438 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24969768~SID~I1,https://www.iaai.com/Vehicle?itemID=31254262&RowNumber=19&loadRecent=True
0,1996 JEEP CHEROKEE SPORT/CLASSIC,"150,168 mi (Actual)",VIN: 1J4FJ68S4TL205818 ,Sport Utility Vehicle 4 Door,Front End ,none,Run & Drive (Starts With Jump),Present,"Spare Tire Missing, Alloy Wheels",https://vis.iaai.com/singlethumbnail?imageKeys=25076030~SID~I1,https://www.iaai.com/Vehicle?itemID=31639579&RowNumber=22&loadRecent=True
800,2002 TOYOTA COROLLA CE/LE/S,"142,610 mi (Actual)",VIN: 2T1BR12E52C560134 ,Sedan 4 Door,Front End ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24980572~SID~I1,https://www.iaai.com/Vehicle?itemID=31639549&RowNumber=14&loadRecent=True
1650,2007 CHEVROLET IMPALA LS,"165,750 mi (Not Actual)",VIN: 2G1WB58KX79401023 ,Sedan 4 Door,Right Front ,Front End ,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24889480~SID~I1,https://www.iaai.com/Vehicle?itemID=31806643&RowNumber=15&loadRecent=True
1800,2013 CHEVROLET IMPALA LTZ,"96,961 mi (Actual)",VIN: 2G1WC5E35D1241783 ,Sedan 4 Door,Rear ,Left Side ,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25308442~SID~I1,https://www.iaai.com/Vehicle?itemID=31805883&RowNumber=12&loadRecent=True
5525,2009 DODGE CALIBER SXT,"113,716 mi (Actual)",VIN: 1B3HB48A49D165901 ,Hatchback 4 Door,Unknown ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25313443~SID~I1,https://www.iaai.com/Vehicle?itemID=31806608&RowNumber=11&loadRecent=True
9808,2016 CHRYSLER 200 LIMITED,"55,601 mi (Actual)",VIN: 1C3CCCAB4GN166139 ,Sedan 4 Door,Front End ,Left Front ,Cannot Test Start ,Missing,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24006604~SID~I1,https://www.iaai.com/Vehicle?itemID=31806394&RowNumber=13&loadRecent=True
500,1998 TOYOTA CAMRY CE/LE/XLE,"263,922 mi (Actual)",VIN: 4T1BG22KXWU356516 ,Sedan 4 Door,None ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25137191~SID~I1,https://www.iaai.com/Vehicle?itemID=31806602&RowNumber=7&loadRecent=True
6675,2010 MAZDA 3 S,"152,428 mi (Actual)",VIN: JM1BL1H68A1285699 ,Hatchback 4 Door,Left Front ,none,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25312979~SID~I1,https://www.iaai.com/Vehicle?itemID=31806606&RowNumber=9&loadRecent=True
14780,2013 CHEVROLET CAMARO LT,Inoperable Digital Dash ,VIN: 2G1FB1E35D9217626 ,Coupe 2 Door,Front End ,Left & Right Side ,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=25313102~SID~I1,https://www.iaai.com/Vehicle?itemID=31806607&RowNumber=10&loadRecent=True
5850,2009 ACURA TL ,"147,256 mi (Actual)",VIN: 19UUA86579A005222 ,Sedan 4 Door,Mechanical ,none,Vehicle Starts ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25088312~SID~I1,https://www.iaai.com/Vehicle?itemID=31806599&RowNumber=6&loadRecent=True
1825,2006 MERCURY GRAND MARQUIS LS,"160,093 mi (Not Actual)",VIN: 2MEFM75V26X641817 ,Sedan 4 Door,Repossession ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25299571~SID~I1,https://www.iaai.com/Vehicle?itemID=31652786&RowNumber=2&loadRecent=True
4384,2008 TOYOTA CAMRY CE/LE/XLE/SE,"101,054 mi (Not Actual)",VIN: 4T1BE46K68U765403 ,Sedan 4 Door,Left Side ,none,Cannot Test Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=20742599~SID~I1,https://www.iaai.com/Vehicle?itemID=25687322&RowNumber=4&loadRecent=True
0,1998 TOYOTA AVALON XL/XLS,"168,023 mi (Actual)",VIN: 4T1BF18B7WU218937 ,Sedan 4 Door,Left Rear ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25178360~SID~I1,https://www.iaai.com/Vehicle?itemID=31806604&RowNumber=8&loadRecent=True
0,2006 VOLKSWAGEN JETTA 2.0T OPTION PACKAGE 3,"190,000 mi (Not Required/Exempt)",VIN: 3VWNJ71KX6M644183 ,Sedan 4 Door,Flood ,none,Vehicle Won't Start ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=25065608~SID~I1,https://www.iaai.com/Vehicle?itemID=31806597&RowNumber=5&loadRecent=True
4300,2012 CHEVROLET CRUZE ECO,"71,969 mi (Actual)",VIN: 1G1PJ5SC7C7317648 ,Sedan 4 Door,Left Side ,none,Run & Drive ,Present,Intact,https://vis.iaai.com/singlethumbnail?imageKeys=24622568~SID~I1,https://www.iaai.com/Vehicle?itemID=31806592&RowNumber=3&loadRecent=True
5095,2009 NISSAN VERSA S/SL,Odometer Not Required/Exempt ,VIN: 3N1BC13E39L406984 ,Hatchback 4 Door,Front End ,Left Side ,Vehicle Won't Start ,Present,Deployed,https://vis.iaai.com/singlethumbnail?imageKeys=24820200~SID~I1,https://www.iaai.com/Vehicle?itemID=31854916&RowNumber=1&loadRecent=True
